Code du département,Code du canton,Inscrits,Abstentions,Votants,Blancs et nuls,Exprimés,JOLY,LE PEN,SARKOZY,MÉLENCHON,POUTOU,ARTHAUD,CHEMINADE,BAYROU,DUPONT-AIGNAN,HOLLANDE
10,22,8033,1727,6306,101,6205,107,1374,1714,499,61,34,15,542,109,1750
10,23,10130,1796,8334,141,8193,125,1951,2364,632,67,54,13,771,189,2027
10,24,7187,1572,5615,84,5531,125,966,1757,443,45,30,14,510,121,1520
10,25,3935,644,3291,73,3218,31,928,1031,215,47,30,11,253,61,611
10,26,2892,488,2404,40,2364,40,702,710,196,25,11,6,168,60,446
10,27,6905,1785,5120,85,5035,71,1218,948,801,46,30,14,326,84,1497
10,28,11671,2323,9348,181,9167,169,1825,2743,739,86,46,26,892,210,2431
10,29,10151,1940,8211,149,8062,82,2027,2154,650,74,47,22,661,178,2167
10,30,5496,1144,4352,60,4292,108,620,1657,344,32,22,10,426,69,1004
10,31,13548,2975,10573,149,10424,178,2101,3146,845,115,43,16,948,203,2829
10,32,11740,2315,9425,163,9262,140,2066,2842,761,87,58,21,809,181,2297
10,33,5924,1396,4528,89,4439,46,862,862,466,53,32,13,280,56,1769
11,1,3946,540,3406,73,3333,72,679,640,428,49,10,10,217,59,1169
11,2,6576,813,5763,116,5647,123,1428,1210,633,82,20,11,327,77,1736
11,3,1555,293,1262,20,1242,26,222,206,197,19,8,2,65,16,481
11,4,1790,331,1459,29,1430,63,289,331,184,12,8,5,79,22,437
11,5,1722,244,1478,42,1436,50,293,344,185,20,7,3,121,26,387
11,6,10047,1454,8593,162,8431,115,2160,1563,1116,103,37,10,427,96,2804
11,7,14255,2381,11874,221,11653,225,2755,2453,1368,116,45,14,714,169,3794
11,8,10158,1875,8283,161,8122,145,1935,1696,1017,96,25,18,458,122,2610
11,9,7310,1059,6251,115,6136,148,1318,1370,778,84,35,21,514,106,1762
11,10,11297,1763,9534,205,9329,150,1999,2261,979,121,55,16,669,187,2892
11,11,2543,420,2123,50,2073,80,330,415,329,30,19,6,118,27,719
11,12,8301,983,7318,141,7177,132,1806,1522,833,78,46,12,451,84,2213
11,13,3226,538,2688,60,2628,123,481,440,453,35,10,5,161,51,869
11,14,20694,3152,17542,323,17219,278,4456,3722,2529,209,90,47,952,231,4705
11,15,3189,479,2710,48,2662,64,540,488,411,28,12,8,122,39,950
11,16,5097,664,4433,104,4329,87,971,971,479,64,35,11,252,75,1384
11,17,12137,1621,10516,184,10332,189,2498,2008,1467,157,71,28,692,174,3048
11,18,2664,391,2273,48,2225,85,343,343,450,21,11,3,139,23,807
11,19,16024,2582,13442,291,13151,191,3402,2447,1842,148,69,20,659,192,4181
11,20,12029,1912,10117,197,9920,229,2022,2235,1298,135,46,28,569,142,3216
11,21,1893,269,1624,30,1594,57,315,277,241,27,7,3,87,22,558
11,22,5410,656,4754,74,4680,103,1149,978,559,71,28,13,304,71,1404
11,23,1313,216,1097,28,1069,55,151,167,251,24,7,5,50,25,334
11,24,14409,2938,11471,230,11241,198,2371,2889,1453,116,42,18,654,165,3335
11,25,9669,1548,8121,174,7947,178,1761,1636,1061,82,48,16,446,111,2608
11,26,6409,1227,5182,105,5077,140,1067,1075,854,118,27,8,299,77,1412
11,27,2501,325,2176,27,2149,74,426,447,257,34,13,7,156,28,707
11,28,2503,368,2135,45,2090,76,480,438,258,24,9,5,163,36,601
11,29,1737,191,1546,27,1519,45,256,357,206,21,3,6,131,34,460
11,30,18228,3023,15205,267,14938,280,4286,3613,1591,207,70,36,867,239,3749
11,31,1608,250,1358,28,1330,40,184,237,299,24,13,7,78,15,433
11,32,7241,1789,5452,97,5355,135,1088,1580,582,54,20,6,355,52,1483
11,33,19169,3245,15924,322,15602,260,3869,3132,2197,177,85,26,947,205,4704
11,34,11207,2836,8371,171,8200,210,1709,2190,1055,93,54,15,569,113,2192
11,35,6431,1265,5166,84,5082,90,1195,1120,616,45,31,9,264,73,1639
12,1,7577,1254,6323,106,6217,78,752,805,1504,81,33,14,421,77,2452
12,2,2223,352,1871,52,1819,65,246,435,251,24,14,4,303,32,445
12,3,5728,619,5109,102,5007,121,694,1405,589,49,23,10,676,103,1337
12,4,2139,339,1800,44,1756,46,292,483,212,26,17,5,228,16,431
12,5,1500,205,1295,33,1262,31,178,395,154,15,7,2,157,16,307
12,6,6664,927,5737,157,5580,118,725,1094,848,75,33,18,563,119,1987
12,7,4630,525,4105,121,3984,87,550,1134,415,55,14,4,577,68,1080
12,8,2322,336,1986,53,1933,49,273,580,161,20,15,5,318,40,472
12,9,1709,261,1448,30,1418,51,243,337,212,17,7,0,181,29,341
12,10,7633,1330,6303,126,6177,104,807,1178,1087,80,32,13,499,81,2296
12,11,2093,324,1769,37,1732,40,242,571,177,24,10,5,212,35,416
12,12,5768,878,4890,110,4780,94,706,1696,400,53,22,7,652,100,1050
12,13,2530,380,2150,50,2100,43,318,766,162,23,11,5,357,31,384
12,14,2002,246,1756,39,1717,23,280,764,87,15,14,4,252,33,245
12,15,3727,451,3276,76,3200,55,546,1013,310,46,18,3,393,58,758
12,16,7915,978,6937,173,6764,199,768,1573,936,114,35,17,899,93,2130
12,17,6691,1391,5300,135,5165,223,920,1014,802,104,39,19,462,69,1513
12,18,5606,731,4875,157,4718,87,635,1075,535,55,36,11,715,87,1482
12,19,2554,392,2162,52,2110,23,258,960,178,19,9,1,220,36,406
12,20,3417,466,2951,89,2862,101,343,641,360,42,20,8,457,57,833
12,21,2772,381,2391,52,2339,94,484,592,337,35,15,4,211,38,529
12,22,4256,619,3637,104,3533,57,429,844,356,49,13,5,532,36,1212
12,23,2056,284,1772,33,1739,54,284,397,257,26,6,5,186,38,486
12,24,5602,651,4951,135,4816,88,819,1347,452,54,32,15,707,91,1211
12,25,4313,626,3687,103,3584,65,545,1083,311,53,17,11,548,72,879
12,26,3705,518,3187,74,3113,71,412,730,315,52,16,12,495,63,947
12,27,4223,482,3741,94,3647,86,406,901,404,40,17,15,559,67,1152
12,28,9394,1533,7861,162,7699,215,800,2248,837,75,27,19,1035,135,2308
12,29,9686,1359,8327,230,8097,225,1266,1819,1190,148,49,23,855,139,2383
12,30,2000,343,1657,49,1608,14,253,651,124,17,6,1,216,31,295
12,31,1891,247,1644,50,1594,60,277,339,252,24,15,1,167,27,432
12,32,698,101,597,14,583,13,89,208,42,9,2,3,108,11,98
12,33,1858,298,1560,31,1529,13,288,619,82,10,14,5,217,35,246
12,34,2789,441,2348,64,2284,32,391,814,194,31,4,7,308,38,465
12,35,2665,409,2256,74,2182,62,370,561,285,37,9,5,313,45,495
12,36,3000,460,2540,61,2479,71,374,654,266,51,12,6,338,46,661
12,37,2196,308,1888,49,1839,25,279,683,125,30,9,3,283,36,366
12,38,1748,266,1482,32,1450,32,198,347,156,21,8,1,209,25,453
12,39,7097,907,6190,177,6013,125,781,1607,650,65,30,20,890,115,1730
12,40,3394,452,2942,65,2877,65,495,686,329,46,19,10,347,38,842
12,41,1448,178,1270,31,1239,38,214,385,105,12,11,2,220,37,215
12,42,12716,2469,10247,283,9964,225,1240,2191,1209,145,53,28,1007,155,3711
12,43,3820,517,3303,84,3219,87,432,738,343,52,14,6,380,48,1119
12,44,14093,2205,11888,258,11630,303,1912,2606,1659,171,70,23,1175,207,3504
12,45,14739,2112,12627,276,12351,269,1572,3004,1369,108,51,25,1725,198,4030
12,46,11760,1544,10216,212,10004,216,1233,2378,1253,119,41,25,1236,144,3359
13,1,40057,7289,32768,429,32339,1129,4139,11968,3105,157,59,88,3290,464,7940
13,2,47722,9309,38413,554,37859,1058,6554,12077,4233,249,128,96,3328,485,9651
13,3,31120,5305,25815,449,25366,461,6462,6364,3379,236,122,59,1615,348,6320
13,4,17941,3572,14369,254,14115,305,3460,3057,2298,168,61,19,686,160,3901
13,5,29776,5662,24114,422,23692,461,5833,5747,4557,199,89,37,1319,334,5116
13,6,24034,4697,19337,315,19022,248,5682,4156,2774,182,90,40,1018,310,4522
13,7,27352,4632,22720,402,22318,399,6658,6808,2140,184,92,44,1447,392,4154
13,8,30883,5826,25057,406,24651,565,5790,7409,3138,221,78,51,1522,359,5518
13,9,18426,3193,15233,273,14960,322,4163,4127,1659,173,45,40,1183,338,2910
13,10,35121,6648,28473,454,28019,615,6446,7489,4128,224,113,59,2033,428,6484
13,11,23675,4838,18837,382,18455,280,5748,3693,2692,204,83,47,1061,257,4390
13,12,20733,3439,17294,305,16989,460,3425,5104,1896,157,59,45,1510,291,4042
13,13,14582,3423,11159,137,11022,465,1525,2536,2016,101,39,18,581,107,3634
13,14,17441,3764,13677,169,13508,521,1919,3552,2252,126,45,27,918,163,3985
13,16,13875,3604,10271,137,10134,292,1501,1794,1874,83,36,19,395,68,4072
13,17,12888,3625,9263,120,9143,154,1823,1484,1597,61,57,21,275,83,3588
13,18,18994,3994,15000,172,14828,635,2301,3405,2595,119,43,29,898,140,4663
13,19,16853,3269,13584,184,13400,436,2372,3227,2303,94,41,35,776,155,3961
13,21,17755,4688,13067,185,12882,141,2957,2529,1971,70,50,16,485,115,4548
13,22,22140,4128,18012,267,17745,339,3847,6375,1779,111,39,18,1244,236,3757
13,23,20425,4682,15743,251,15492,248,4174,3993,2018,145,52,34,798,177,3853
13,24,22396,4189,18207,178,18029,376,2447,8789,1449,98,25,32,1265,186,3362
13,25,26297,4488,21809,390,21419,406,5133,4700,4541,208,121,54,1167,285,4804
13,26,18396,3128,15268,297,14971,301,4537,4359,1446,129,65,35,885,277,2937
13,27,14454,2620,11834,207,11627,269,2741,3128,1357,96,57,44,876,206,2853
13,28,6309,1032,5277,110,5167,44,1521,680,1640,59,34,15,150,55,969
13,29,35192,5337,29855,517,29338,670,7476,7757,4196,250,116,78,2153,462,6180
13,30,2676,374,2302,34,2268,53,621,998,132,22,10,5,90,31,306
13,31,13354,2142,11212,188,11024,266,2505,3973,1136,98,29,33,753,149,2082
13,32,32595,6075,26520,474,26046,533,6336,7791,2508,231,106,68,2081,462,5930
13,33,13092,2686,10406,188,10218,192,3275,2755,1021,104,32,29,651,181,1978
13,34,24322,3790,20532,357,20175,628,4197,5615,2617,180,75,61,1669,352,4781
13,35,25670,4200,21470,388,21082,372,5826,6692,2236,132,62,43,1409,262,4048
13,36,26839,5338,21501,491,21010,230,7369,5375,2125,165,63,43,1043,267,4330
13,37,18041,3418,14623,172,14451,529,2587,5207,1624,90,37,30,955,155,3237
13,38,17733,5483,12250,185,12065,135,2642,1524,2216,79,43,21,318,88,4999
13,39,19694,4867,14827,205,14622,255,3483,1886,3013,99,65,26,469,109,5217
13,40,19178,4555,14623,221,14402,190,3767,2882,2020,95,47,29,573,153,4646
13,41,20564,3733,16831,278,16553,252,4756,4406,1915,92,50,28,888,214,3952
13,42,18137,3922,14215,215,14000,172,4029,2898,2228,108,50,24,633,211,3647
13,43,25174,5239,19935,315,19620,255,5398,4757,2691,165,75,39,975,247,5018
13,44,23517,4250,19267,268,18999,528,3674,6263,2265,142,53,41,1428,208,4397
13,45,19274,4860,14414,192,14222,186,3255,2238,2259,88,54,20,516,117,5489
13,46,24531,4726,19805,238,19567,402,4143,6054,2304,137,44,39,1296,250,4898
13,47,23587,5585,18002,256,17746,573,2599,5128,2311,132,44,52,1414,243,5250
13,48,37496,6451,31045,529,30516,481,8531,9197,3772,231,94,47,1723,452,5988
13,49,39182,7513,31669,607,31062,526,8385,6514,4766,446,163,77,1789,424,7972
13,50,18700,3807,14893,238,14655,160,3456,2174,4620,135,77,35,528,142,3328
13,51,36215,6147,30068,465,29603,664,6687,9580,2754,219,94,69,2657,500,6379
13,52,33099,6689,26410,411,25999,406,7341,7461,3431,150,69,46,1524,349,5222
13,53,24337,5068,19269,317,18952,266,5170,4219,2553,177,87,48,1068,291,5073
13,54,31908,5251,26657,401,26256,608,5990,9443,2858,169,57,63,1821,371,4876
13,55,19816,4283,15533,237,15296,335,3682,3982,2119,112,44,26,876,190,3930
13,56,21410,3539,17871,240,17631,319,4069,6291,1789,93,55,34,1290,247,3444
13,57,17938,4913,13025,182,12843,136,3097,1972,2135,90,64,19,405,118,4807
13,58,22221,4299,17922,259,17663,307,3709,6383,1682,107,37,35,1127,251,4025
13,59,19629,3848,15781,194,15587,418,2135,6210,1586,101,22,19,1235,172,3689
14,1,6406,1114,5292,97,5195,124,1244,1254,472,81,36,16,502,135,1331
14,2,8016,1375,6641,117,6524,112,1413,1655,642,98,62,15,673,177,1677
14,3,14722,2535,12187,186,12001,263,1664,3388,1224,192,85,25,1419,265,3476
14,4,6373,1075,5298,93,5205,98,1080,1449,452,83,37,12,558,131,1305
14,5,5777,770,5007,74,4933,77,960,1892,335,59,26,13,508,117,946
14,6,17655,2169,15486,242,15244,255,2586,3317,1769,229,128,34,1489,335,5102
14,7,10832,1359,9473,171,9302,160,1851,1958,1095,160,91,19,854,177,2937
14,8,11258,1709,9549,135,9414,329,732,3026,901,97,21,19,1184,165,2940
14,9,15616,2803,12813,193,12620,339,1558,2719,1497,175,93,28,1466,228,4517
14,10,3934,627,3307,51,3256,87,680,1126,311,46,16,6,309,85,590
14,11,4574,763,3811,61,3750,62,841,992,344,62,27,13,404,105,900
14,12,5876,913,4963,75,4888,89,984,1246,419,54,47,20,471,126,1432
14,13,16267,2127,14140,214,13926,368,1717,4103,1381,142,70,36,1606,254,4249
14,14,19196,3161,16035,226,15809,428,2066,4503,1667,185,76,38,1723,316,4807
14,15,11734,1960,9774,146,9628,155,1722,3036,1405,112,61,24,798,193,2122
14,16,16314,1927,14387,291,14096,341,1872,3603,1471,169,72,40,1753,302,4473
14,17,8346,1231,7115,114,7001,106,1356,1542,804,116,59,23,683,148,2164
14,18,6529,1334,5195,93,5102,96,888,1246,450,63,50,13,507,77,1712
14,19,12510,2444,10066,151,9915,161,1774,3219,906,117,62,30,910,250,2486
14,20,7996,1632,6364,94,6270,68,1570,2061,505,74,54,14,496,150,1278
14,21,9788,1558,8230,127,8103,154,1553,2679,682,110,44,12,884,167,1818
14,22,7620,1873,5747,98,5649,77,1082,1378,578,79,50,10,451,131,1813
14,23,5041,861,4180,80,4100,77,901,1418,341,46,33,9,355,97,823
14,24,7661,1290,6371,83,6288,109,1439,1504,638,118,52,13,513,128,1774
14,25,3915,638,3277,46,3231,43,746,902,316,46,29,13,294,85,757
14,26,7094,1323,5771,101,5670,96,1453,1720,498,100,47,16,460,144,1136
14,27,7904,1313,6591,109,6482,97,1150,2585,525,65,39,10,641,145,1225
14,28,9599,1382,8217,122,8095,158,1378,2554,710,104,41,26,797,171,2156
14,29,5755,1304,4451,71,4380,60,950,1372,381,66,46,11,349,64,1081
14,30,5456,944,4512,90,4422,70,786,1369,405,63,35,12,528,120,1034
14,31,7392,1101,6291,103,6188,103,1288,1558,691,91,47,17,562,139,1692
14,32,12194,1619,10575,188,10387,218,1660,2693,1033,128,85,38,1139,230,3163
14,33,5955,878,5077,79,4998,96,1089,1552,432,73,27,12,460,158,1099
14,34,17621,2572,15049,253,14796,208,2629,3198,1898,186,108,38,1392,264,4875
14,35,17069,3627,13442,191,13251,233,2054,6149,807,126,45,32,964,225,2616
14,36,4407,675,3732,93,3639,74,822,946,347,64,35,9,421,122,799
14,37,7758,1062,6696,117,6579,108,1430,1596,657,96,58,15,686,178,1755
14,38,13335,2321,11014,271,10743,182,1585,3027,1005,156,83,30,1127,233,3315
14,39,11393,1985,9408,131,9277,349,688,2770,1020,109,37,21,1114,118,3051
14,40,6751,1331,5420,73,5347,180,459,1231,650,71,20,19,568,86,2063
14,41,10152,2181,7971,110,7861,217,834,1078,1275,117,34,16,920,96,3274
14,42,8343,1514,6829,91,6738,267,599,1506,857,99,37,14,876,96,2387
14,43,9614,1732,7882,144,7738,165,1126,1365,1152,131,78,16,662,116,2927
14,44,11677,2047,9630,146,9484,359,815,2418,1379,120,31,16,1000,192,3154
14,45,7989,1788,6201,80,6121,199,735,1172,825,98,40,15,601,89,2347
14,46,14518,2594,11924,193,11731,252,1706,2447,1435,150,69,44,1114,215,4299
14,47,16530,2817,13713,218,13495,224,2173,3654,1588,185,94,42,1112,255,4168
14,48,18421,3160,15261,232,15029,331,2056,4200,1589,182,76,29,1528,254,4784
14,49,9664,1980,7684,153,7531,145,1382,2369,632,92,48,15,731,173,1944
15,1,2236,505,1731,27,1704,29,287,532,131,20,10,6,229,20,440
15,2,5842,1064,4778,84,4694,93,460,1128,536,59,17,7,495,64,1835
15,3,8287,1296,6991,165,6826,78,992,1546,734,78,32,17,658,123,2568
15,4,2459,427,2032,45,1987,43,261,494,220,34,14,0,197,30,694
15,5,2028,320,1708,26,1682,22,278,778,85,20,7,3,217,21,251
15,6,2447,518,1929,45,1884,26,318,568,134,25,12,8,259,34,500
15,7,3675,565,3110,49,3061,47,488,847,317,26,16,8,310,65,937
15,8,3444,568,2876,63,2813,39,506,908,243,26,16,6,362,52,655
15,9,6018,1067,4951,114,4837,59,810,1284,482,75,37,6,492,88,1504
15,10,5071,771,4300,111,4189,84,534,1167,425,53,21,10,548,62,1285
15,11,3921,591,3330,85,3245,51,516,1112,238,28,29,8,395,71,797
15,12,5154,798,4356,80,4276,71,649,1512,291,46,36,11,477,50,1133
15,13,2197,391,1806,44,1762,28,291,775,83,21,8,4,227,24,301
15,14,2958,546,2412,69,2343,31,402,617,209,21,14,1,224,31,793
15,15,4159,848,3311,55,3256,55,504,910,296,43,22,9,354,59,1004
15,16,2655,508,2147,35,2112,17,368,650,140,43,9,7,316,37,525
15,17,5108,897,4211,103,4108,69,599,900,381,57,27,13,390,101,1571
15,18,2188,427,1761,30,1731,9,313,561,135,12,9,3,186,25,478
15,19,6012,921,5091,118,4973,73,896,1493,364,56,24,7,711,70,1279
15,20,6565,1001,5564,118,5446,68,869,1744,414,79,34,18,812,97,1311
15,21,4954,675,4279,125,4154,70,635,1173,326,59,28,14,456,97,1296
15,22,3046,531,2515,65,2450,33,342,844,184,33,17,8,278,42,669
15,23,4630,690,3940,75,3865,71,670,1248,317,45,29,14,394,68,1009
15,24,6228,1365,4863,120,4743,96,579,1104,486,63,29,14,370,57,1945
15,25,7565,1332,6233,115,6118,138,810,1630,666,66,36,15,671,82,2004
15,26,7250,1071,6179,134,6045,86,913,1562,605,71,24,13,611,91,2069
15,27,4865,673,4192,90,4102,48,587,1064,394,59,30,10,341,69,1500
16,1,3816,588,3228,82,3146,46,572,843,295,44,20,3,238,53,1032
16,2,8223,1969,6254,97,6157,171,819,1566,723,83,29,9,574,86,2097
16,3,8618,2146,6472,120,6352,177,857,1540,732,76,25,19,554,94,2278
16,4,2388,397,1991,46,1945,39,385,461,193,33,17,4,179,46,588
16,5,3260,542,2718,61,2657,41,543,623,283,53,24,6,266,50,768
16,6,7541,1357,6184,135,6049,100,1092,1584,582,90,52,17,596,145,1791
16,7,6480,1075,5405,139,5266,118,1002,1217,547,87,35,13,487,128,1632
16,8,1772,325,1447,32,1415,43,287,282,182,31,16,4,134,32,404
16,9,6063,985,5078,124,4954,49,764,872,837,89,36,16,439,116,1736
16,10,3552,768,2784,60,2724,50,559,668,242,35,18,11,226,57,858
16,11,2069,393,1676,41,1635,19,291,306,196,32,17,5,143,45,581
16,12,6157,1058,5099,113,4986,77,1095,1316,430,68,36,14,475,106,1369
16,13,11963,2326,9637,176,9461,200,1550,2604,929,129,63,25,892,207,2862
16,14,3469,488,2981,78,2903,49,518,544,419,65,18,8,241,78,963
16,15,4774,775,3999,90,3909,60,663,800,611,72,36,9,321,90,1247
16,16,9612,1447,8165,130,8035,130,1602,1864,756,106,50,18,772,137,2600
16,17,9759,1715,8044,162,7882,144,1416,2046,695,118,47,19,682,161,2554
16,18,6698,1079,5619,148,5471,65,1115,1235,615,85,38,10,475,96,1737
16,19,5592,814,4778,136,4642,89,857,1101,497,62,40,10,362,113,1511
16,20,3076,564,2512,78,2434,46,416,563,340,41,19,14,174,60,761
16,21,3709,683,3026,68,2958,69,514,737,300,50,30,7,276,68,907
16,22,14452,2202,12250,283,11967,196,2177,2486,1458,196,110,26,943,258,4117
16,23,5841,964,4877,88,4789,85,1016,1028,496,69,35,19,360,115,1566
16,24,6423,1155,5268,126,5142,69,886,1145,682,72,28,28,453,115,1664
16,25,7159,1125,6034,132,5902,118,1314,1280,694,95,51,9,445,144,1752
16,26,8431,1532,6899,164,6735,68,1164,1302,869,114,75,22,552,131,2438
16,27,9465,1654,7811,137,7674,127,1476,2148,683,145,66,18,804,184,2023
16,28,5905,863,5042,106,4936,97,1007,1209,593,58,30,10,414,101,1417
16,29,4433,704,3729,112,3617,69,679,815,388,46,35,13,342,72,1158
16,30,18516,3355,15161,304,14857,251,2657,3108,1617,205,89,38,1358,248,5286
16,31,14665,2586,12079,240,11839,224,1801,2326,1594,154,75,29,1038,240,4358
16,32,10232,1990,8242,162,8080,158,1487,1705,924,98,33,18,672,160,2825
16,33,12815,2407,10408,367,10041,169,1685,2577,1128,163,76,23,902,212,3106
16,34,9371,2507,6864,103,6761,206,844,1707,809,70,25,16,503,101,2480
16,35,14466,2103,12363,225,12138,224,2011,2683,1368,150,66,13,1169,229,4225
17,1,9725,1537,8188,164,8024,162,1616,1797,998,141,56,11,731,170,2342
17,2,5304,949,4355,108,4247,67,919,1222,371,93,25,12,430,100,1008
17,3,4405,641,3764,64,3700,93,403,1773,270,35,18,7,304,58,739
17,4,5149,1008,4141,100,4041,52,780,1115,344,79,41,19,322,110,1179
17,5,5308,831,4477,84,4393,77,795,1093,488,68,29,5,418,88,1332
17,6,8055,1520,6535,114,6421,145,1128,2243,698,87,30,12,486,104,1488
17,7,9566,1433,8133,183,7950,197,1540,1944,862,109,40,15,797,187,2259
17,8,10002,1685,8317,215,8102,169,1796,2635,612,113,60,15,696,201,1805
17,9,9795,1641,8154,202,7952,141,1772,2310,727,129,53,21,682,208,1909
17,10,17750,2733,15017,309,14708,334,2151,3700,1718,214,89,19,1414,336,4733
17,11,8005,1493,6512,169,6343,111,1118,1722,621,86,30,19,677,128,1831
17,12,3909,685,3224,68,3156,51,601,781,355,47,30,12,242,78,959
17,13,8909,1541,7368,154,7214,126,1427,1753,765,112,40,18,690,182,2101
17,14,11317,2175,9142,184,8958,151,2036,2640,881,139,75,29,704,202,2101
17,15,7292,1260,6032,127,5905,88,1174,1491,588,91,48,8,541,145,1731
17,16,6016,1073,4943,112,4831,76,1202,1292,449,82,32,12,458,112,1116
17,17,5107,854,4253,77,4176,65,822,1024,401,69,26,9,365,90,1305
17,18,7675,1409,6266,152,6114,102,1544,1396,632,98,52,16,458,140,1676
17,19,4966,824,4142,86,4056,70,892,910,413,77,33,5,371,89,1196
17,20,9476,1669,7807,197,7610,114,1622,2018,761,137,46,16,744,205,1947
17,21,10903,1749,9154,156,8998,179,1529,2659,846,96,28,24,813,178,2646
17,22,7154,1878,5276,103,5173,133,911,1189,684,80,30,14,394,102,1636
17,23,6473,1495,4978,78,4900,167,628,1107,633,57,17,12,388,57,1834
17,24,4996,1287,3709,74,3635,84,583,625,508,47,27,12,245,50,1454
17,25,14945,2989,11956,223,11733,216,1946,4368,851,113,41,31,981,243,2943
17,26,10583,1619,8964,194,8770,187,1975,2459,858,148,49,30,798,223,2043
17,27,5947,1006,4941,109,4832,69,1099,1391,437,71,33,20,457,107,1148
17,28,3637,657,2980,65,2915,59,646,681,274,41,11,8,274,49,872
17,29,12777,2534,10243,218,10025,214,1892,2589,990,164,84,22,821,232,3017
17,30,11171,1658,9513,172,9341,266,1190,3822,734,86,40,23,845,156,2179
17,31,11045,2070,8975,174,8801,202,1661,2951,899,137,51,20,677,167,2036
17,32,10233,1632,8601,212,8389,177,1916,2335,771,160,57,36,765,203,1969
17,33,5539,973,4566,82,4484,97,956,1136,485,85,41,20,426,92,1146
17,34,12709,2621,10088,200,9888,271,1364,2543,1280,144,46,13,1015,194,3018
17,35,12548,2330,10218,218,10000,203,1748,2409,1213,139,52,24,951,233,3028
17,36,14568,2503,12065,244,11821,189,2479,3444,977,184,71,25,1048,307,3097
17,37,11302,1922,9380,203,9177,153,1547,2251,1112,153,67,33,876,178,2807
17,38,2655,440,2215,56,2159,33,402,602,228,45,18,7,203,55,566
17,39,10550,2007,8543,194,8349,147,1910,1943,942,142,71,23,720,203,2248
17,40,11901,2155,9746,165,9581,177,2022,3162,820,115,51,36,811,218,2169
17,41,5423,1464,3959,57,3902,109,515,831,465,63,17,5,319,61,1517
17,42,8981,1781,7200,82,7118,353,397,2485,680,56,23,9,820,83,2212
17,43,17736,3086,14650,259,14391,269,2221,5867,966,143,48,27,1294,265,3291
17,44,14122,2231,11891,225,11666,313,1565,3004,1299,154,43,16,1120,249,3903
17,45,10326,2318,8008,121,7887,344,761,1774,1156,107,35,14,705,101,2890
17,46,14174,2535,11639,191,11448,283,1419,3190,1351,121,58,29,1062,214,3721
17,47,7995,1896,6099,106,5993,155,944,1620,690,88,30,8,553,108,1797
17,48,7165,1276,5889,89,5800,193,596,1412,707,71,30,9,554,96,2132
17,49,11624,2053,9571,186,9385,241,1097,2374,1132,120,43,17,941,150,3270
17,50,14091,2300,11791,188,11603,319,1383,3239,1247,128,48,21,1135,205,3878
17,51,10943,2052,8891,215,8676,185,1436,2110,1124,128,48,20,840,188,2597
18,1,9622,1584,8038,180,7858,102,1576,1778,1189,94,64,28,685,168,2174
18,2,4190,766,3424,76,3348,35,802,1130,270,56,17,3,304,87,644
18,3,5314,1033,4281,70,4211,53,915,1274,354,61,22,7,349,109,1067
18,4,7383,1042,6341,138,6203,82,1485,1680,714,69,57,19,640,157,1300
18,5,6188,1811,4377,113,4264,97,524,1043,665,35,28,8,380,60,1424
18,6,2023,328,1695,41,1654,21,372,453,199,25,18,0,138,41,387
18,7,3151,528,2623,69,2554,29,645,651,269,38,33,10,223,59,597
18,8,10579,1887,8692,176,8516,92,1637,1870,1366,126,63,26,696,188,2452
18,9,4289,787,3502,81,3421,34,750,887,404,42,30,8,303,89,874
18,10,3599,631,2968,52,2916,56,665,614,429,43,27,3,258,49,772
